Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CAMEROON","27","2010","CMR_MINADER_","1632004","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CAMEROON","27","2010","CMR_MINADER_","3808239","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CAMEROON","27","2010","CMR_MINADER_","288970","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CAMEROON","27","2010","CMR_MINADER_","188452","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","ADAMAWA","28","2010","CMR_MINADER_","62500","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","ADAMAWA","28","2010","CMR_MINADER_","26446","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","ADAMAWA","28","2010","CMR_MINADER_","165171","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","ADAMAWA","28","2010","CMR_MINADER_","41998","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","ADAMAWA","28","2010","CMR_MINADER_","8464","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CENTRE","41","2010","CMR_MINADER_","131834","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CENTRE","41","2010","CMR_MINADER_","316040","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CENTRE","41","2010","CMR_MINADER_","1198080","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CENTRE","41","2010","CMR_MINADER_","75108","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CENTRE","41","2010","CMR_MINADER_","506","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","EAST","29","2010","CMR_MINADER_","59344","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","EAST","29","2010","CMR_MINADER_","338348","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","EAST","29","2010","CMR_MINADER_","805357","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","EAST","29","2010","CMR_MINADER_","18243","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","FAR NORTH","30","2010","CMR_MINADER_","1846","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","FAR NORTH","30","2010","CMR_MINADER_","5257","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","FAR NORTH","30","2010","CMR_MINADER_","21846","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","FAR NORTH","30","2010","CMR_MINADER_","869","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","LITTORAL","40","2010","CMR_MINADER_","57275","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","LITTORAL","40","2010","CMR_MINADER_","375041","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","LITTORAL","40","2010","CMR_MINADER_","311123","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","LITTORAL","40","2010","CMR_MINADER_","22550","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","LITTORAL","40","2010","CMR_MINADER_","358","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","NORTH","31","2010","CMR_MINADER_","12876","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","NORTH","31","2010","CMR_MINADER_","6972","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","NORTH","31","2010","CMR_MINADER_","29642","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","NORTH","31","2010","CMR_MINADER_","22768","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","NORTH","31","2010","CMR_MINADER_","22268","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","NORTHWEST","32","2010","CMR_MINADER_","90790","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","NORTHWEST","32","2010","CMR_MINADER_","105259","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","NORTHWEST","32","2010","CMR_MINADER_","110708","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","NORTHWEST","32","2010","CMR_MINADER_","19340","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","NORTHWEST","32","2010","CMR_MINADER_","43262","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","WEST","33","2010","CMR_MINADER_","34266","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","WEST","33","2010","CMR_MINADER_","127486","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","WEST","33","2010","CMR_MINADER_","121634","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","WEST","33","2010","CMR_MINADER_","49963","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","WEST","33","2010","CMR_MINADER_","107937","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","SOUTH","34","2010","CMR_MINADER_","6150","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","SOUTH","34","2010","CMR_MINADER_","155534","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","SOUTH","34","2010","CMR_MINADER_","630573","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","SOUTH","34","2010","CMR_MINADER_","11999","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","SOUTH","34","2010","CMR_MINADER_","552","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","SOUTHWEST","35","2010","CMR_MINADER_","44529","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","SOUTHWEST","35","2010","CMR_MINADER_","179732","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","SOUTHWEST","35","2010","CMR_MINADER_","430694","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","SOUTHWEST","35","2010","CMR_MINADER_","5155","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","SOUTHWEST","35","2010","CMR_MINADER_","4236","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CAMEROON","27","2011","CMR_MINADER_","517069","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CAMEROON","27","2011","CMR_MINADER_","1568804","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CAMEROON","27","2011","CMR_MINADER_","4082903","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CAMEROON","27","2011","CMR_MINADER_","307955","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","ADAMAWA","28","2011","CMR_MINADER_","68141","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","ADAMAWA","28","2011","CMR_MINADER_","24627","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","ADAMAWA","28","2011","CMR_MINADER_","175432","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","ADAMAWA","28","2011","CMR_MINADER_","52498","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CENTRE","41","2011","CMR_MINADER_","139084","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CENTRE","41","2011","CMR_MINADER_","325118","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CENTRE","41","2011","CMR_MINADER_","1346642","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CENTRE","41","2011","CMR_MINADER_","73606","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","EAST","29","2011","CMR_MINADER_","61421","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","EAST","29","2011","CMR_MINADER_","328629","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","EAST","29","2011","CMR_MINADER_","823174","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","EAST","29","2011","CMR_MINADER_","19611","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","FAR NORTH","30","2011","CMR_MINADER_","1461","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","FAR NORTH","30","2011","CMR_MINADER_","5899","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","FAR NORTH","30","2011","CMR_MINADER_","23808","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","LITTORAL","40","2011","CMR_MINADER_","56140","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","LITTORAL","40","2011","CMR_MINADER_","383809","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","LITTORAL","40","2011","CMR_MINADER_","329691","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","LITTORAL","40","2011","CMR_MINADER_","24331","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","NORTH","31","2011","CMR_MINADER_","12992","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","NORTH","31","2011","CMR_MINADER_","6092","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","NORTH","31","2011","CMR_MINADER_","34207","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","NORTH","31","2011","CMR_MINADER_","23125","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","NORTHWEST","32","2011","CMR_MINADER_","92589","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","NORTHWEST","32","2011","CMR_MINADER_","97891","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","NORTHWEST","32","2011","CMR_MINADER_","130746","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","NORTHWEST","32","2011","CMR_MINADER_","20110","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","WEST","33","2011","CMR_MINADER_","34945","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","WEST","33","2011","CMR_MINADER_","118724","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","WEST","33","2011","CMR_MINADER_","128932","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","WEST","33","2011","CMR_MINADER_","53910","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","SOUTH","34","2011","CMR_MINADER_","5972","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","SOUTH","34","2011","CMR_MINADER_","136870","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","SOUTH","34","2011","CMR_MINADER_","650829","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","SOUTH","34","2011","CMR_MINADER_","11811","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","SOUTHWEST","35","2011","CMR_MINADER_","45785","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","SOUTHWEST","35","2011","CMR_MINADER_","145583","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","SOUTHWEST","35","2011","CMR_MINADER_","457350","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","SOUTHWEST","35","2011","CMR_MINADER_","5145","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CAMEROON","27","2011","CMR_MINADER_","196687","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","ADAMAWA","28","2011","CMR_MINADER_","9056","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CENTRE","41","2011","CMR_MINADER_","487","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","FAR NORTH","30","2011","CMR_MINADER_","939","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","LITTORAL","40","2011","CMR_MINADER_","366","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","NORTH","31","2011","CMR_MINADER_","21516","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","NORTHWEST","32","2011","CMR_MINADER_","45858","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","WEST","33","2011","CMR_MINADER_","113334","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","SOUTH","34","2011","CMR_MINADER_","556","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","SOUTHWEST","35","2011","CMR_MINADER_","4575","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2009","CMR_MINADER_","503175","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2009","CMR_MINADER_","43033","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2009","CMR_MINADER_","11595","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","ADAMAWA","28","2009","CMR_MINADER_","9815","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","ADAMAWA","28","2009","CMR_MINADER_","2027","#"
"#Production d'oléagineux ","#Tonnes","#Soja","ADAMAWA","28","2009","CMR_MINADER_","105","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CENTRE","41","2009","CMR_MINADER_","47174","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CENTRE","41","2009","CMR_MINADER_","4757","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CENTRE","41","2009","CMR_MINADER_","2671","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","EAST","29","2009","CMR_MINADER_","100703","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","EAST","29","2009","CMR_MINADER_","10649","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","FAR NORTH","30","2009","CMR_MINADER_","167904","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","FAR NORTH","30","2009","CMR_MINADER_","14925","#"
"#Production d'oléagineux ","#Tonnes","#Soja","FAR NORTH","30","2009","CMR_MINADER_","481","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","LITTORAL","40","2009","CMR_MINADER_","3494","#"
"#Production d'oléagineux ","#Tonnes","#Soja","LITTORAL","40","2009","CMR_MINADER_","2514","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","NORTH","31","2009","CMR_MINADER_","126889","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","NORTH","31","2009","CMR_MINADER_","5599","#"
"#Production d'oléagineux ","#Tonnes","#Soja","NORTH","31","2009","CMR_MINADER_","353","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","NORTHWEST","32","2009","CMR_MINADER_","6513","#"
"#Production d'oléagineux ","#Tonnes","#Soja","NORTHWEST","32","2009","CMR_MINADER_","1784","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","WEST","33","2009","CMR_MINADER_","3258","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","WEST","33","2009","CMR_MINADER_","2845","#"
"#Production d'oléagineux ","#Tonnes","#Soja","WEST","33","2009","CMR_MINADER_","3463","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","SOUTH","34","2009","CMR_MINADER_","5012","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","SOUTH","34","2009","CMR_MINADER_","2231","#"
"#Production d'oléagineux ","#Tonnes","#Soja","SOUTH","34","2009","CMR_MINADER_","60","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","SOUTHWEST","35","2009","CMR_MINADER_","32413","#"
"#Production d'oléagineux ","#Tonnes","#Soja","SOUTHWEST","35","2009","CMR_MINADER_","164","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2010","CMR_MINADER_","536187","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2010","CMR_MINADER_","43963","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2010","CMR_MINADER_","12544","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","ADAMAWA","28","2010","CMR_MINADER_","11757","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","ADAMAWA","28","2010","CMR_MINADER_","2128","#"
"#Production d'oléagineux ","#Tonnes","#Soja","ADAMAWA","28","2010","CMR_MINADER_","116","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CENTRE","41","2010","CMR_MINADER_","56251","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CENTRE","41","2010","CMR_MINADER_","5046","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CENTRE","41","2010","CMR_MINADER_","2810","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","EAST","29","2010","CMR_MINADER_","111232","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","EAST","29","2010","CMR_MINADER_","8960","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","FAR NORTH","30","2010","CMR_MINADER_","175869","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","FAR NORTH","30","2010","CMR_MINADER_","16116","#"
"#Production d'oléagineux ","#Tonnes","#Soja","FAR NORTH","30","2010","CMR_MINADER_","520","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","LITTORAL","40","2010","CMR_MINADER_","3599","#"
"#Production d'oléagineux ","#Tonnes","#Soja","LITTORAL","40","2010","CMR_MINADER_","2647","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","NORTH","31","2010","CMR_MINADER_","127057","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","NORTH","31","2010","CMR_MINADER_","6383","#"
"#Production d'oléagineux ","#Tonnes","#Soja","NORTH","31","2010","CMR_MINADER_","401","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","NORTHWEST","32","2010","CMR_MINADER_","7715","#"
"#Production d'oléagineux ","#Tonnes","#Soja","NORTHWEST","32","2010","CMR_MINADER_","2156","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","WEST","33","2010","CMR_MINADER_","3404","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","WEST","33","2010","CMR_MINADER_","2987","#"
"#Production d'oléagineux ","#Tonnes","#Soja","WEST","33","2010","CMR_MINADER_","3654","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","SOUTH","34","2010","CMR_MINADER_","33322","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","SOUTH","34","2010","CMR_MINADER_","2343","#"
"#Production d'oléagineux ","#Tonnes","#Soja","SOUTH","34","2010","CMR_MINADER_","72","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","SOUTHWEST","35","2010","CMR_MINADER_","5981","#"
"#Production d'oléagineux ","#Tonnes","#Soja","SOUTHWEST","35","2010","CMR_MINADER_","168","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2011","CMR_MINADER_","564230","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2011","CMR_MINADER_","44563","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2011","CMR_MINADER_","13077","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","ADAMAWA","28","2011","CMR_MINADER_","11973","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","ADAMAWA","28","2011","CMR_MINADER_","2256","#"
"#Production d'oléagineux ","#Tonnes","#Soja","ADAMAWA","28","2011","CMR_MINADER_","119","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CENTRE","41","2011","CMR_MINADER_","60196","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CENTRE","41","2011","CMR_MINADER_","5206","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CENTRE","41","2011","CMR_MINADER_","2894","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","EAST","29","2011","CMR_MINADER_","116056","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","EAST","29","2011","CMR_MINADER_","9197","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","FAR NORTH","30","2011","CMR_MINADER_","183643","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","FAR NORTH","30","2011","CMR_MINADER_","16325","#"
"#Production d'oléagineux ","#Tonnes","#Soja","FAR NORTH","30","2011","CMR_MINADER_","552","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","LITTORAL","40","2011","CMR_MINADER_","3987","#"
"#Production d'oléagineux ","#Tonnes","#Soja","LITTORAL","40","2011","CMR_MINADER_","2851","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","NORTH","31","2011","CMR_MINADER_","131709","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","NORTH","31","2011","CMR_MINADER_","6215","#"
"#Production d'oléagineux ","#Tonnes","#Soja","NORTH","31","2011","CMR_MINADER_","454","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","NORTHWEST","32","2011","CMR_MINADER_","8419","#"
"#Production d'oléagineux ","#Tonnes","#Soja","NORTHWEST","32","2011","CMR_MINADER_","2249","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","WEST","33","2011","CMR_MINADER_","3852","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","WEST","33","2011","CMR_MINADER_","3001","#"
"#Production d'oléagineux ","#Tonnes","#Soja","WEST","33","2011","CMR_MINADER_","3707","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","SOUTH","34","2011","CMR_MINADER_","6794","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","SOUTH","34","2011","CMR_MINADER_","2363","#"
"#Production d'oléagineux ","#Tonnes","#Soja","SOUTH","34","2011","CMR_MINADER_","76","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","SOUTHWEST","35","2011","CMR_MINADER_","37601","#"
"#Production d'oléagineux ","#Tonnes","#Soja","SOUTHWEST","35","2011","CMR_MINADER_","175","#"
"#Production de bananes ","#Tonnes","#Banane douce","CAMEROON","27","2012","CMR_MINADER_","1471007","#"
"#Production de bananes ","#Tonnes","#Banane plantain","CAMEROON","27","2012","CMR_MINADER_","3569318","#"
"#Production de bananes ","#Tonnes","#Banane douce","CAMEROON","27","2013","CMR_MINADER_","1078525","#"
"#Production de bananes ","#Tonnes","#Banane plantain","CAMEROON","27","2013","CMR_MINADER_","4166692","#"
"#Production de bananes ","#Tonnes","#Banane douce","CAMEROON","27","2014","CMR_MINADER_","1067636","#"
"#Production de bananes ","#Tonnes","#Banane plantain","CAMEROON","27","2014","CMR_MINADER_","4471065","#"
"#Production de bananes ","#Tonnes","#Banane douce","CAMEROON","27","2015","CMR_MINADER_","1082800","#"
"#Production de bananes ","#Tonnes","#Banane plantain","CAMEROON","27","2015","CMR_MINADER_","4677344","#"
"#Production de bananes ","#Tonnes","#Banane douce","CAMEROON","27","2016","CMR_MINADER_","1187547","#"
"#Production de bananes ","#Tonnes","#Banane plantain","CAMEROON","27","2016","CMR_MINADER_","4832717","#"
"#Production des principales céréales ","#Tonnes","#Maïs","CAMEROON","27","2012","CMR_MINADER_","1749976","#"
"#Production des principales céréales ","#Tonnes","#Mil","CAMEROON","27","2012","CMR_MINADER_","1127632","#"
"#Production des principales céréales ","#Tonnes","#Riz","CAMEROON","27","2012","CMR_MINADER_","181818","#"
"#Production des principales céréales ","#Tonnes","#Maïs","CAMEROON","27","2013","CMR_MINADER_","1835875","#"
"#Production des principales céréales ","#Tonnes","#Mil","CAMEROON","27","2013","CMR_MINADER_","1014293","#"
"#Production des principales céréales ","#Tonnes","#Riz","CAMEROON","27","2013","CMR_MINADER_","197511","#"
"#Production des principales céréales ","#Tonnes","#Maïs","CAMEROON","27","2014","CMR_MINADER_","1959262","#"
"#Production des principales céréales ","#Tonnes","#Mil","CAMEROON","27","2014","CMR_MINADER_","898818","#"
"#Production des principales céréales ","#Tonnes","#Riz","CAMEROON","27","2014","CMR_MINADER_","153246","#"
"#Production des principales céréales ","#Tonnes","#Maïs","CAMEROON","27","2015","CMR_MINADER_","2070572","#"
"#Production des principales céréales ","#Tonnes","#Mil","CAMEROON","27","2015","CMR_MINADER_","1040902","#"
"#Production des principales céréales ","#Tonnes","#Riz","CAMEROON","27","2015","CMR_MINADER_","278281","#"
"#Production des principales céréales ","#Tonnes","#Maïs","CAMEROON","27","2016","CMR_MINADER_","2164003","#"
"#Production des principales céréales ","#Tonnes","#Mil","CAMEROON","27","2016","CMR_MINADER_","1095779","#"
"#Production des principales céréales ","#Tonnes","#Riz","CAMEROON","27","2016","CMR_MINADER_","359320","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CAMEROON","27","2012","CMR_MINADER_","537802","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CAMEROON","27","2012","CMR_MINADER_","4287177","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CAMEROON","27","2012","CMR_MINADER_","327126","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CAMEROON","27","2012","CMR_MINADER_","210015","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CAMEROON","27","2013","CMR_MINADER_","561030","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CAMEROON","27","2013","CMR_MINADER_","1614103","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CAMEROON","27","2013","CMR_MINADER_","4618944","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CAMEROON","27","2013","CMR_MINADER_","422112","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CAMEROON","27","2013","CMR_MINADER_","219964","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CAMEROON","27","2014","CMR_MINADER_","580088","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CAMEROON","27","2014","CMR_MINADER_","1660710","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CAMEROON","27","2014","CMR_MINADER_","4812240","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CAMEROON","27","2014","CMR_MINADER_","363204","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CAMEROON","27","2014","CMR_MINADER_","220556","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CAMEROON","27","2015","CMR_MINADER_","602228","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CAMEROON","27","2015","CMR_MINADER_","1697245","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CAMEROON","27","2015","CMR_MINADER_","5224735","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CAMEROON","27","2015","CMR_MINADER_","391905","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CAMEROON","27","2015","CMR_MINADER_","346332","#"
"#Production des racines et tubercules ","#Tonnes","#Igname","CAMEROON","27","2016","CMR_MINADER_","624881","#"
"#Production des racines et tubercules ","#Tonnes","#Macabo / taro","CAMEROON","27","2016","CMR_MINADER_","1757249","#"
"#Production des racines et tubercules ","#Tonnes","#Manioc","CAMEROON","27","2016","CMR_MINADER_","5832730","#"
"#Production des racines et tubercules ","#Tonnes","#Patate douce","CAMEROON","27","2016","CMR_MINADER_","440012","#"
"#Production des racines et tubercules ","#Tonnes","#Pomme de terre","CAMEROON","27","2016","CMR_MINADER_","377257","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2012","CMR_MINADER_","633799","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2012","CMR_MINADER_","50803","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2012","CMR_MINADER_","11742","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2013","CMR_MINADER_","610267","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2013","CMR_MINADER_","54211","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2013","CMR_MINADER_","11477","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2014","CMR_MINADER_","578626","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2014","CMR_MINADER_","56612","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2014","CMR_MINADER_","12975","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2015","CMR_MINADER_","608731","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2015","CMR_MINADER_","60984","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2015","CMR_MINADER_","21405","#"
"#Production d'oléagineux ","#Tonnes","#Arachide","CAMEROON","27","2016","CMR_MINADER_","747677","#"
"#Production d'oléagineux ","#Tonnes","#Sésames","CAMEROON","27","2016","CMR_MINADER_","68422","#"
"#Production d'oléagineux ","#Tonnes","#Soja","CAMEROON","27","2016","CMR_MINADER_","24558","#"
